metro_info,flat_status,num_of_rooms,total_area_m2,living_area_m2,kitchen_area_m2,floor,year_of_bulding,price
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '12', '10'], 'Transport type': ['car', 'car', 'car']}",0,Студия,20.8,9.9,5.0,1,2026,3169920
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '6', '7'], 'Transport type': ['car', 'car', 'car']}",0,Студия,22.7,10.9,5.0,2,2025,3613840
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '6', '7'], 'Transport type': ['car', 'car', 'car']}",0,Студия,19.7,7.7,5.0,2,2025,3419920
"{'Underground name': ['Шушары', 'Дунайская', 'Обухово'], 'Underground time': ['11', '14', '15'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.45,13.3,3.5,7,2025,3789750
"{'Underground name': ['Выборгская', 'Лесная', 'Площадь Ленина'], 'Underground time': ['5', '6', '6'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,31.6,17.6,5.6,4,1962,5050000
"{'Underground name': ['Шушары', 'Дунайская', 'Обухово'], 'Underground time': ['11', '14', '15'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,31.58,14.9,8.8,9,2025,4894900
"{'Underground name': ['Звездная', 'Купчино', 'Шушары'], 'Underground time': ['10', '10', '12'], 'Transport type': ['car', 'car', 'car']}",1,Студия,22.0,11.0,6.0,12,2023,4880000
"{'Underground name': ['Шушары', 'Купчино', 'Дунайская'], 'Underground time': ['15', '16', '20'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,45.1,25.8,8.5,3,2021,5086200
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['5', '8', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,22.64,10.0,5.6,8,2025,5046207
"{'Underground name': ['Ломоносовская', 'Елизаровская', 'Улица Дыбенко'], 'Underground time': ['6', '6', '6'], 'Transport type': ['car', 'car', 'car']}",0,Студия,22.7,11.7,5.0,10,2026,4975840
"{'Underground name': ['Купчино', 'Шушары', 'Обухово'], 'Underground time': ['22', '13', '16'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,32.54,12.2,10.3,9,2025,4780939
"{'Underground name': ['Ломоносовская', 'Елизаровская', 'Улица Дыбенко'], 'Underground time': ['6', '6', '6'], 'Transport type': ['car', 'car', 'car']}",0,Студия,25.6,13.9,5.0,3,2025,4999680
"{'Underground name': ['Купчино', 'Московская', 'Звездная'], 'Underground time': ['20', '20', '21'], 'Transport type': ['car', 'car', 'car']}",1,Студия,27.4,12.5,5.1,2,2024,5000000
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['5', '8', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,22.3,10.0,5.4,14,2025,5048653
"{'Underground name': ['Московская', 'Звездная', 'Купчино'], 'Underground time': ['22', '15', '16'], 'Transport type': ['car', 'car', 'car']}",0,Студия,22.7,10.2,5.0,3,2026,4916820
"{'Underground name': ['Купчино', 'Московская', 'Звездная'], 'Underground time': ['20', '20', '21'], 'Transport type': ['car', 'car', 'car']}",0,Студия,22.5,11.6,5.1,4,2024,5050000
"{'Underground name': ['Ломоносовская', 'Елизаровская', 'Улица Дыбенко'], 'Underground time': ['6', '6', '6'], 'Transport type': ['car', 'car', 'car']}",0,Студия,22.4,11.5,5.0,3,2026,4898880
"{'Underground name': ['Московская', 'Звездная', 'Купчино'], 'Underground time': ['22', '15', '16'], 'Transport type': ['car', 'car', 'car']}",0,Студия,23.7,10.1,5.1,2,2026,5043360
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '12', '10'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,33.7,11.1,15.7,2,2026,4987600
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['14', '13', '9'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,32.7,8.9,15.1,8,2026,4829790
"{'Underground name': ['Московская', 'Звездная', 'Купчино'], 'Underground time': ['22', '15', '16'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.9,12.7,5.0,1,2026,4912770
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '11', '10'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,32.6,8.9,15.1,11,2020,4815020
"{'Underground name': ['Шушары', 'Обухово', 'Дунайская'], 'Underground time': ['17', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,23.76,12.0,5.0,1,2024,5074494
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['22', '21', '21'], 'Transport type': ['car', 'car', 'car']}",0,Студия,20.34,8.6,3.3,5,2024,4791044
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['5', '8', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,20.72,9.0,5.1,18,2025,4982393
"{'Underground name': ['Купчино', 'Шушары', 'Обухово'], 'Underground time': ['21', '13', '16'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,33.69,10.8,13.7,9,2025,4896841
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['22', '21', '21'], 'Transport type': ['car', 'car', 'car']}",0,Студия,25.04,14.7,3.8,1,2024,4958156
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['19', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,39.26,11.9,18.4,5,2026,5021079
"{'Underground name': ['Рыбацкое', 'Пролетарская', 'Обухово'], 'Underground time': ['19', '5', '5'], 'Transport type': ['legs', 'car', 'car']}",1,Студия,26.4,12.6,7.0,10,2008,5084000
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['4', '8', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,22.3,10.0,5.4,15,2026,4906387
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['24', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,Студия,25.6,13.0,3.4,3,2024,5339059
"{'Underground name': ['Ладожская', 'Новочеркасская', 'Площадь Александра Невского'], 'Underground time': ['9', '4', '6'], 'Transport type': ['legs', 'car', 'car']}",0,Студия,21.55,13.6,3.0,2,2025,5325867
"{'Underground name': ['Проспект Большевиков', 'Улица Дыбенко', 'Новочеркасская'], 'Underground time': ['23', '6', '6'], 'Transport type': ['legs', 'car', 'car']}",1,Студия,24.6,13.0,5.0,12,2015,5150000
"{'Underground name': ['Проспект Славы', 'Дунайская', 'Купчино'], 'Underground time': ['15', '25', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,29.2,15.3,6.8,2,1972,5300000
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['24', '23', '24'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.9,12.9,3.1,9,2024,5213827
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['11', '10', '11'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.81,10.8,4.0,2,2026,5183513
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '12', '10'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,35.3,13.6,15.4,13,2026,5157330
"{'Underground name': ['Шушары', 'Дунайская', 'Обухово'], 'Underground time': ['11', '14', '15'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,35.69,15.8,9.5,6,2025,5175050
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['22', '22', '22'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.53,11.2,3.1,5,2024,5170612
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['11', '12', '14'], 'Transport type': ['car', 'car', 'car']}",0,Студия,25.72,8.3,7.1,1,2025,5209738
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['11', '12', '14'], 'Transport type': ['car', 'car', 'car']}",0,Студия,23.75,11.4,5.3,4,2025,5196025
"{'Underground name': ['Шушары', 'Дунайская', 'Обухово'], 'Underground time': ['11', '14', '15'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,35.12,13.3,9.5,10,2025,5092400
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['24', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.7,11.6,3.5,5,2024,5335521
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['5', '8', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.09,11.0,5.1,22,2025,5186451
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['23', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,22.9,12.1,3.8,4,2024,5251039
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['17', '21', '21'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,32.44,12.3,11.0,4,2026,5122600
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['23', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,23.1,12.0,4.0,5,2024,5171235
"{'Underground name': ['Купчино', 'Шушары', 'Обухово'], 'Underground time': ['23', '13', '16'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,36.68,18.5,9.9,2,2025,5166378
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['22', '21', '21'], 'Transport type': ['car', 'car', 'car']}",0,Студия,25.8,14.3,4.3,1,2024,5210695
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['4', '8', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,23.76,10.5,5.0,6,2026,5193910
"{'Underground name': ['Гражданский проспект', 'Девяткино', 'Академическая'], 'Underground time': ['12', '12', '17'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,32.7,18.7,7.4,12,2024,5250000
"{'Underground name': ['Шушары', 'Купчино', 'Дунайская'], 'Underground time': ['16', '17', '21'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,46.8,27.6,8.6,8,2021,5183000
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['11', '12', '14'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.04,10.0,5.5,2,2025,5113363
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['4', '8', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,22.64,10.0,5.6,8,2026,5338037
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['23', '22', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.9,10.9,3.9,5,2024,5091378
"{'Underground name': ['Академическая'], 'Underground time': ['19'], 'Transport type': ['car']}",0,1-комнатная,32.0,13.2,7.6,8,2025,5132800
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['17', '21', '21'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,33.12,12.3,11.3,2,2026,5201680
"{'Underground name': ['Петроградская', 'Чкаловская', 'Горьковская'], 'Underground time': ['7', '13', '17'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,65.5,40.4,11.0,2,1913,16000000
